NWCG_REPORTING_UNIT_NAME,DISCOVERY_TIME,STAT_CAUSE_DESCR,STATE,temperature(C),date
Kisatchie National Forest,1000,Missing/Undefined,LA,17.273798,12/1/2014
Mississippi Forestry Commission,1050,Railroad,MS,17.422235,12/1/2014
Georgia Forestry Commission,1155,Debris Burning,GA,15.6409855,12/1/2014
Georgia Forestry Commission,1129,Debris Burning,GA,15.6097355,12/1/2014
Georgia Forestry Commission,1252,Debris Burning,GA,15.6097355,12/1/2014
Georgia Forestry Commission,1223,Debris Burning,GA,14.992548,12/1/2014
Georgia Forestry Commission,1244,Debris Burning,GA,14.992548,12/1/2014
Natchez Trace Parkway,1141,Missing/Undefined,MS,16.633173,12/1/2014
Mississippi Forestry Commission,925,Campfire,MS,15.148798,12/1/2014
South Carolina Forestry Commission,1257,Equipment Use,SC,14.289423,12/1/2014
South Carolina Forestry Commission,1127,Debris Burning,SC,14.383173,12/1/2014
South Carolina Forestry Commission,1252,Debris Burning,SC,15.055048,12/1/2014
South Carolina Forestry Commission,1244,Debris Burning,SC,12.1878605,12/1/2014
North Carolina Forest Service,1104,Arson,NC,14.9222355,12/1/2014
South Carolina Forestry Commission,1046,Debris Burning,SC,13.32107,12/1/2014
North Carolina Forest Service,1213,Debris Burning,NC,12.664423,12/1/2014
North Carolina Forest Service,1150,Debris Burning,NC,13.711298,12/1/2014
North Carolina Forest Service,1236,Debris Burning,NC,12.226923,12/1/2014
North Carolina Forest Service,1211,Debris Burning,NC,12.274195,12/1/2014
North Carolina Forest Service,1256,Debris Burning,NC,12.274195,12/1/2014
Florida Forest Service,1500,Miscellaneous,FL,22.876673,12/1/2014
Florida Forest Service,1445,Debris Burning,FL,20.204798,12/1/2014
Florida Forest Service,1326,Equipment Use,FL,20.40011,12/1/2014
Mississippi Forestry Commission,1224,Miscellaneous,MS,20.321985,12/1/2014
Mississippi Forestry Commission,1240,Smoking,MS,20.782923,12/1/2014
Mississippi Forestry Commission,1447,Campfire,MS,22.829798,12/1/2014
Mississippi Forestry Commission,1330,Campfire,MS,22.103235,12/1/2014
Georgia Forestry Commission,1337,Debris Burning,GA,19.071985,12/1/2014
Georgia Forestry Commission,1439,Debris Burning,GA,18.80636,12/1/2014
Georgia Forestry Commission,1420,Campfire,GA,19.071985,12/1/2014
South Carolina Forestry Commission,1409,Equipment Use,SC,19.064173,12/1/2014
Cleveland National Forest,1000,Campfire,CA,14.569696,12/1/2014
Arizona State Forestry Division - State Office,1342,Missing/Undefined,AZ,16.083582,12/1/2014
Georgia Forestry Commission,1418,Debris Burning,GA,18.728235,12/1/2014
Georgia Forestry Commission,1437,Debris Burning,GA,19.189173,12/1/2014
Georgia Forestry Commission,1350,Arson,GA,17.528894,12/1/2014
North Carolina Forest Service,1342,Equipment Use,NC,14.466242,12/1/2014
Wewoka Agency,1300,Debris Burning,OK,-2.9247193,12/1/2014
Okmulgee Field Office,1415,Equipment Use,OK,-3.5326295,12/1/2014
North Carolina Forest Service,1336,Equipment Use,NC,17.536707,12/1/2014
North Carolina Forest Service,1427,Debris Burning,NC,16.403894,12/1/2014
North Carolina Forest Service,1507,Debris Burning,NC,16.208582,12/1/2014
North Carolina Forest Service,1327,Debris Burning,NC,16.208582,12/1/2014
North Carolina Forest Service,1430,Smoking,NC,17.196985,12/1/2014
North Carolina Forest Service,1403,Debris Burning,NC,17.497644,12/1/2014
North Carolina Forest Service,1515,Debris Burning,NC,18.204798,12/1/2014
Cumberland Gap National Historic Park,1410,Equipment Use,VA,14.772821,12/1/2014
Kentucky Division of Forestry,1400,Debris Burning,KY,10.837488,12/1/2014
Fire Department of New York,1337,Miscellaneous,NY,13.884485,12/1/2014
Fire Department of New York,1358,Arson,NY,13.884485,12/1/2014
Minnesota Department of Natural Resources,1300,Miscellaneous,MN,-19.510168,12/1/2014
Florida Forest Service,1610,Debris Burning,FL,23.056726,12/1/2014
Mississippi Forestry Commission,1617,Debris Burning,MS,23.861414,12/1/2014
Georgia Forestry Commission,1845,Debris Burning,GA,16.867945,12/1/2014
Texas A & M Forest Service,1515,Powerline,TX,-0.33322755,12/1/2014
North Carolina Forest Service,1600,Arson,NC,18.220789,12/1/2014
North Carolina Forest Service,1818,Arson,NC,19.337976,12/1/2014
Fire Department of New York,1739,Miscellaneous,NY,12.205164,12/1/2014
Florida Forest Service,2000,Powerline,FL,24.036219,1/29/2014
Mississippi Forestry Commission,2030,Debris Burning,MS,-7.0450807,1/29/2014
Fresno-Kings Unit,1826,Arson,CA,17.480494,1/29/2014
Mark Twain National Forest,1900,Arson,MO,-9.171606,1/29/2014
Amador-El Dorado Unit,1619,Missing/Undefined,CA,16.676844,1/29/2014
San Luis Obispo Unit,1906,Missing/Undefined,CA,17.66067,1/29/2014
Amador-El Dorado Unit,1940,Miscellaneous,CA,12.480402,1/29/2014
Shasta-Trinity Unit,2003,Debris Burning,CA,14.79397,1/29/2014
Arizona State Forestry Division - State Office,2330,Railroad,AZ,11.430323,1/29/2014
Ventura County Fire Department,2255,Missing/Undefined,CA,20.832666,1/29/2014
Butte Unit,2352,Missing/Undefined,CA,13.074854,1/29/2014
Arizona State Forestry Division - State Office,825,Missing/Undefined,AZ,12.788507,1/29/2014
Tennessee Division of Forestry,1150,Miscellaneous,TN,-9.013983,1/29/2014
Osage Agency,1100,Debris Burning,OK,-4.797156,1/29/2014
Osage Agency,1158,Miscellaneous,OK,-5.889807,1/29/2014
Nebraska Department of Forestry,932,Debris Burning,NE,-6.907782,1/29/2014
Mississippi Forestry Commission,1225,Miscellaneous,MS,-4.328833,1/29/2014
Riverside Unit,1048,Equipment Use,CA,18.976435,1/29/2014
Mississippi Forestry Commission,1246,Campfire,MS,-4.615454,1/29/2014
Arkansas Forestry Commission,1222,Equipment Use,AR,1.5959717,1/29/2014
Mississippi Forestry Commission,1453,Debris Burning,MS,-3.6677003,1/29/2014
Angeles National Forest,1011,Miscellaneous,CA,19.18307,1/29/2014
Oklahoma Division of Forestry,1406,Debris Burning,OK,0.5944458,1/29/2014
Chickasaw Agency,1200,Miscellaneous,OK,1.6471802,1/29/2014
Oklahoma Division of Forestry,1401,Arson,OK,0.19991454,1/29/2014
Oklahoma Division of Forestry,1405,Debris Burning,OK,0.19991454,1/29/2014
New Mexico - State Forestry,1216,Miscellaneous,NM,6.414209,1/29/2014
Chickasaw Agency,1430,Campfire,OK,2.3440185,1/29/2014
Tennessee Division of Forestry,1345,Debris Burning,TN,-7.1301637,1/29/2014
Tennessee Division of Forestry,1300,Debris Burning,TN,-3.95188,1/29/2014
Tennessee Division of Forestry,1424,Arson,TN,-4.3083253,1/29/2014
Oklahoma Division of Forestry,1230,Missing/Undefined,OK,2.895227,1/29/2014
Arkansas Forestry Commission,1345,Miscellaneous,AR,-1.7688354,1/29/2014
Cherokee Nation Tribe,1430,Arson,OK,-1.7688354,1/29/2014
Tennessee Division of Forestry,1400,Debris Burning,TN,-4.344458,1/29/2014
Tennessee Division of Forestry,1445,Debris Burning,TN,-4.344458,1/29/2014
Oklahoma Division of Forestry,1305,Debris Burning,OK,-0.7180542,1/29/2014
Tennessee Division of Forestry,1400,Arson,TN,-8.03446,1/29/2014
Arkansas Forestry Commission,1235,Debris Burning,AR,-2.8694215,1/29/2014
Osage Agency,1215,Miscellaneous,OK,1.3444458,1/29/2014
Fresno-Kings Unit,1235,Missing/Undefined,CA,11.36706,1/29/2014
Shawnee National Forest,1200,Debris Burning,IL,-4.6227784,1/29/2014
Santa Clara Unit,1243,Miscellaneous,CA,13.102259,1/29/2014
Missouri Department of Conservation,1400,Miscellaneous,MO,-2.9250855,1/29/2014
Missouri Department of Conservation,1334,Miscellaneous,MO,-4.5344605,1/29/2014
Missouri Department of Conservation,1222,Miscellaneous,MO,-3.7082887,1/29/2014
Missouri Department of Conservation,1340,Miscellaneous,MO,-2.9250855,1/29/2014
Missouri Department of Conservation,1209,Miscellaneous,MO,-2.9250855,1/29/2014
Missouri Department of Conservation,1450,Debris Burning,MO,-4.5344605,1/29/2014
Missouri Department of Conservation,1448,Debris Burning,MO,-2.3518434,1/29/2014
Illinois Division of Forestry Resources,1355,Debris Burning,IL,-5.1579957,1/29/2014
Butte Unit,1220,Debris Burning,CA,11.849878,1/29/2014
Nebraska Department of Forestry,1318,Equipment Use,NE,-1.6763061,1/29/2014
Nebraska Department of Forestry,1402,Equipment Use,NE,-1.2262939,1/29/2014
Nebraska Department of Forestry,1340,Smoking,NE,2.0120788,1/29/2014
Fire Department of New York,1518,Miscellaneous,NY,-12.165747,1/29/2014
Papago Agency,1538,Equipment Use,AZ,21.602472,1/29/2014
Louisiana Office of Forestry,1655,Debris Burning,LA,3.1088805,1/29/2014
Arizona State Forestry Division - State Office,1456,Missing/Undefined,AZ,20.433558,1/29/2014
Mississippi Forestry Commission,1554,Debris Burning,MS,-1.2407287,1/29/2014
Arizona State Forestry Division - State Office,1429,Missing/Undefined,AZ,20.433558,1/29/2014
Arizona State Forestry Division - State Office,1650,Missing/Undefined,AZ,20.433558,1/29/2014
South Carolina Forestry Commission,1816,Debris Burning,SC,-3.2085023,1/29/2014
Riverside Unit,1446,Debris Burning,CA,21.008722,1/29/2014
Oklahoma Division of Forestry,1605,Arson,OK,2.801599,1/29/2014
Oklahoma Division of Forestry,1500,Arson,OK,3.0437865,1/29/2014
Mississippi Forestry Commission,1511,Debris Burning,MS,-1.3872131,1/29/2014
Okmulgee Field Office,1540,Miscellaneous,OK,4.1180053,1/29/2014
Arkansas Forestry Commission,1520,Debris Burning,AR,1.3159119,1/29/2014
Arkansas Forestry Commission,1730,Arson,AR,1.3159119,1/29/2014
Arkansas Forestry Commission,1620,Arson,AR,1.3159119,1/29/2014
Buffalo National River,1530,Missing/Undefined,AR,1.3758179,1/29/2014
Mark Twain National Forest,1645,Arson,MO,-1.2355102,1/29/2014
Miami Agency,1510,Miscellaneous,OK,2.5867553,1/29/2014
Merced-Mariposa Unit,1416,Miscellaneous,CA,13.021875,1/29/2014
Butte Unit,1342,Debris Burning,CA,16.081537,1/29/2014
Nebraska Department of Forestry,1739,Debris Burning,NE,5.0321593,1/29/2014
Nebraska Department of Forestry,1625,Miscellaneous,NE,3.4569945,1/29/2014
Florida Forest Service,2050,Arson,FL,12.163904,11/2/2014
Florida Forest Service,2200,Arson,FL,12.163904,11/2/2014
Florida Forest Service,2110,Miscellaneous,FL,12.800623,11/2/2014
Florida Forest Service,2110,Miscellaneous,FL,11.851404,11/2/2014
Georgia Forestry Commission,2015,Campfire,GA,9.800623,11/2/2014
Georgia Forestry Commission,2155,Arson,GA,9.804529,11/2/2014
Georgia Forestry Commission,2235,Debris Burning,GA,9.429529,11/2/2014
Navajo Region Fire and Aviation Management,2000,Debris Burning,AZ,16.900171,11/2/2014
Pennsylvania Division of Forest Fire Protection,2200,Arson,PA,5.613275,11/2/2014
Utah Division Forestry Fire State Lands,1900,Equipment Use,UT,4.658136,11/2/2014
Red Lake Agency,1900,Children,MN,2.4870238,11/2/2014
Florida Forest Service,2305,Debris Burning,FL,8.535761,11/2/2014
Mississippi Forestry Commission,2335,Campfire,MS,10.772089,11/2/2014
Mississippi Forestry Commission,32,Debris Burning,MS,10.621698,11/2/2014
Mississippi Forestry Commission,53,Campfire,MS,7.29162,11/2/2014
Rosebud Agency,2242,Arson,SD,8.110865,11/2/2014
Standing Rock Agency,2230,Miscellaneous,ND,7.4142394,11/2/2014
Red Lake Agency,2200,Arson,MN,0.9750916,11/2/2014
Red Lake Agency,2200,Children,MN,0.9750916,11/2/2014
Mississippi Forestry Commission,257,Campfire,MS,5.382837,11/2/2014
Arizona State Forestry Division - State Office,148,Missing/Undefined,AZ,18.720362,11/2/2014
Arizona State Forestry Division - State Office,128,Missing/Undefined,AZ,18.720362,11/2/2014
Fort Totten Agency,500,Arson,ND,5.9651427,11/2/2014
Mississippi Forestry Commission,853,Debris Burning,MS,6.8462157,11/2/2014
Georgia Forestry Commission,951,Debris Burning,GA,0.98092043,11/2/2014
Oklahoma Division of Forestry,700,Campfire,OK,4.923303,11/2/2014
San Juan National Forest,739,Lightning,CO,2.5595336,11/2/2014
Florida Forest Service,1130,Arson,FL,6.3479247,11/2/2014
Florida Forest Service,1104,Powerline,FL,6.449487,11/2/2014
Georgia Forestry Commission,1255,Debris Burning,GA,6.9104247,11/2/2014
Georgia Forestry Commission,1141,Debris Burning,GA,6.7990966,11/2/2014
Louisiana Office of Forestry,900,Miscellaneous,LA,6.5608153,11/2/2014
San Bernardino National Forest,728,Campfire,CA,7.4898314,11/2/2014
South Carolina Forestry Commission,1220,Arson,SC,5.664331,11/2/2014
North Carolina Forest Service,1135,Miscellaneous,NC,0.8789917,11/2/2014
Sierra National Forest,955,Campfire,CA,-0.46454468,11/2/2014
Pennsylvania Division of Forest Fire Protection,1247,Equipment Use,PA,2.5807433,11/2/2014
Pennsylvania Division of Forest Fire Protection,1042,Arson,PA,2.3538146,11/2/2014
Wisconsin Department of Natural Resources,1054,Campfire,WI,0.87383425,11/2/2014
Standing Rock Agency,934,Miscellaneous,ND,2.9705443,11/2/2014
Minnesota Department of Natural Resources,1039,Debris Burning,MN,0.010003662,11/2/2014
Red Lake Agency,1146,Arson,MN,-0.11987915,11/2/2014
Florida Forest Service,1415,Equipment Use,FL,14.829523,11/2/2014
Florida Forest Service,1400,Arson,FL,14.829523,11/2/2014
Florida Forest Service,1530,Miscellaneous,FL,14.317804,11/2/2014
Florida Forest Service,1402,Powerline,FL,14.024836,11/2/2014
Florida Forest Service,1325,Debris Burning,FL,12.431086,11/2/2014
Mississippi Forestry Commission,1412,Debris Burning,MS,13.177179,11/2/2014
Georgia Forestry Commission,1414,Debris Burning,GA,12.099054,11/2/2014
Georgia Forestry Commission,1436,Arson,GA,10.364679,11/2/2014
Mississippi Forestry Commission,1447,Campfire,MS,13.880304,11/2/2014
Mississippi Forestry Commission,1410,Debris Burning,MS,13.325617,11/2/2014
Georgia Forestry Commission,1539,Debris Burning,GA,12.372492,11/2/2014
Georgia Forestry Commission,1511,Debris Burning,GA,12.372492,11/2/2014
Organ Pipe Cactus National Monument,1253,Miscellaneous,AZ,13.875879,11/2/2014
Georgia Forestry Commission,1504,Debris Burning,GA,11.739679,11/2/2014
Georgia Forestry Commission,1403,Debris Burning,GA,11.739679,11/2/2014
Georgia Forestry Commission,1303,Smoking,GA,12.837336,11/2/2014
Texas A & M Forest Service,1439,Debris Burning,TX,13.481867,11/2/2014
Georgia Forestry Commission,1537,Debris Burning,GA,11.591242,11/2/2014
Georgia Forestry Commission,1356,Arson,GA,11.591242,11/2/2014
Okmulgee Field Office,1345,Debris Burning,OK,10.758387,11/2/2014
Okmulgee Field Office,1345,Campfire,OK,10.758387,11/2/2014
North Carolina Forest Service,1343,Debris Burning,NC,6.818933,11/2/2014
West Virginia Division of Forestry,1542,Equipment Use,WV,5.3306518,11/2/2014
Pennsylvania Division of Forest Fire Protection,1330,Arson,PA,2.8306823,11/2/2014
Fire Department of New York,1510,Miscellaneous,NY,6.7064757,11/2/2014
Arapaho & Roosevelt National Forests/Pawnee National Grassland,1200,Fireworks,CO,15.920649,11/2/2014
Pennsylvania Division of Forest Fire Protection,1300,Equipment Use,PA,4.233972,11/2/2014
Pennsylvania Division of Forest Fire Protection,1521,Children,PA,3.982019,11/2/2014
Fire Department of New York,1534,Miscellaneous,NY,4.270593,11/2/2014
Illinois Division of Forestry Resources,1326,Equipment Use,IL,5.7818236,11/2/2014
Fire Department of New York,1448,Equipment Use,NY,4.467859,11/2/2014
Fire Department of New York,1512,Miscellaneous,NY,4.5054564,11/2/2014
Fire Department of New York,1404,Miscellaneous,NY,-0.7432617,11/2/2014
Fire Department of New York,1401,Arson,NY,4.296472,11/2/2014
Wisconsin Department of Natural Resources,1257,Miscellaneous,WI,6.198816,11/2/2014
Malheur National Forest,1016,Miscellaneous,OR,0.9146973,11/2/2014
Minnesota Department of Natural Resources,1206,Equipment Use,MN,8.330652,11/2/2014
Wyoming State Forestry,1208,Debris Burning,WY,12.816065,11/2/2014
Wisconsin Department of Natural Resources,1406,Miscellaneous,WI,5.205194,11/2/2014
Minnesota Department of Natural Resources,1432,Miscellaneous,MN,9.125574,11/2/2014
Wisconsin Department of Natural Resources,1317,Powerline,WI,5.6417174,11/2/2014
Wisconsin Department of Natural Resources,1313,Structure,WI,6.1744018,11/2/2014
Fort Totten Agency,1315,Arson,ND,6.692285,11/2/2014
Minnesota Department of Natural Resources,1432,Arson,MN,5.8311706,11/2/2014
Devil's Lake Wetland Management District,1300,Arson,ND,5.5887694,11/2/2014
Merritt Island National Wildlife Refuge,1600,Missing/Undefined,FL,15.213251,11/2/2014
Mississippi Forestry Commission,1535,Debris Burning,MS,16.920282,11/2/2014
Texas A & M Forest Service,1615,Children,TX,17.420282,11/2/2014
Georgia Forestry Commission,1852,Arson,GA,15.139032,11/2/2014
Mississippi Forestry Commission,1630,Debris Burning,MS,16.678095,11/2/2014
Georgia Forestry Commission,1730,Children,GA,14.451532,11/2/2014
Mississippi Forestry Commission,1507,Campfire,MS,17.217157,11/2/2014
Georgia Forestry Commission,1603,Debris Burning,GA,15.353876,11/2/2014
Arizona State Forestry Division - State Office,1640,Miscellaneous,AZ,18.737146,11/2/2014
Arkansas Forestry Commission,1630,Miscellaneous,AR,16.764032,11/2/2014
Oklahoma Division of Forestry,1729,Arson,OK,12.280115,11/2/2014
Oklahoma Division of Forestry,1730,Debris Burning,OK,12.280115,11/2/2014
North Carolina Forest Service,1738,Arson,NC,11.365595,11/2/2014
North Carolina Forest Service,1728,Miscellaneous,NC,11.365595,11/2/2014
North Carolina Forest Service,1804,Miscellaneous,NC,11.369501,11/2/2014
Tennessee Division of Forestry,1540,Railroad,TN,12.170282,11/2/2014
Osage Agency,1751,Miscellaneous,OK,14.284021,11/2/2014
Osage Agency,1538,Fireworks,OK,14.284021,11/2/2014
Mark Twain National Forest,1512,Miscellaneous,MO,11.807459,11/2/2014
New Jersey Forest Fire Service,1725,Equipment Use,NJ,7.0237975,11/2/2014
New Jersey Forest Fire Service,1725,Equipment Use,NJ,7.0237975,11/2/2014
Fire Department of New York,1804,Arson,NY,5.0242553,11/2/2014
Fire Department of New York,1742,Miscellaneous,NY,4.6326537,11/2/2014
Fire Department of New York,1714,Miscellaneous,NY,1.4576355,11/2/2014
Fire Department of New York,1705,Miscellaneous,NY,1.4576355,11/2/2014
Wisconsin Department of Natural Resources,1745,Powerline,WI,8.088709,11/2/2014
Fire Department of New York,1840,Miscellaneous,NY,3.4480834,11/2/2014
Wisconsin Department of Natural Resources,1640,Miscellaneous,WI,8.178553,11/2/2014
Wisconsin Department of Natural Resources,1537,Miscellaneous,WI,7.8523803,11/2/2014
Red Lake Agency,1630,Children,MN,10.165949,11/2/2014
Florida Forest Service,2030,Debris Burning,FL,5.8642516,1/9/2014
Louisiana Office of Forestry,1920,Arson,LA,4.2080016,1/9/2014
Arizona State Forestry Division - State Office,1823,Missing/Undefined,AZ,16.462122,1/9/2014
Riverside Unit,1722,Missing/Undefined,CA,15.470484,1/9/2014
Arizona State Forestry Division - State Office,1700,Miscellaneous,AZ,13.004755,1/9/2014
Amador-El Dorado Unit,1644,Debris Burning,CA,6.301294,1/9/2014
Nevada-Yuba-Placer Unit,1716,Missing/Undefined,CA,9.934534,1/9/2014
Mississippi Forestry Commission,2259,Debris Burning,MS,4.152246,1/9/2014
Mississippi Forestry Commission,2313,Debris Burning,MS,3.3319335,1/9/2014
Shasta-Trinity National Forest,0,Miscellaneous,CA,5.9416747,1/9/2014
Georgia Forestry Commission,406,Debris Burning,GA,3.4305968,1/9/2014
San Carlos Agency,310,Arson,AZ,8.989008,1/9/2014
Arizona State Forestry Division - State Office,330,Missing/Undefined,AZ,13.48086,1/9/2014
Cumberland Island National Seashore,800,Missing/Undefined,GA,15.632288,1/9/2014
Georgia Forestry Commission,909,Arson,GA,2.2885375,1/9/2014
Kentucky Division of Forestry,800,Debris Burning,KY,-0.9997314,1/9/2014
Florida Forest Service,1240,Lightning,FL,19.63244,1/9/2014
Louisiana Office of Forestry,930,Miscellaneous,LA,5.7144713,1/9/2014
Louisiana Office of Forestry,1025,Miscellaneous,LA,5.7144713,1/9/2014
Natchez Trace Parkway,1100,Arson,MS,6.28869,1/9/2014
Georgia Forestry Commission,1201,Debris Burning,GA,2.8707213,1/9/2014
Arizona State Forestry Division - State Office,1031,Missing/Undefined,AZ,12.151545,1/9/2014
Arizona State Forestry Division - State Office,859,Missing/Undefined,AZ,12.151545,1/9/2014
South Carolina Forestry Commission,1146,Debris Burning,SC,1.8668152,1/9/2014
North Carolina Forest Service,1259,Debris Burning,NC,4.112909,1/9/2014
North Carolina Forest Service,1258,Miscellaneous,NC,1.6519715,1/9/2014
North Carolina Forest Service,1108,Debris Burning,NC,2.2027526,1/9/2014
North Carolina Forest Service,1201,Debris Burning,NC,2.0621276,1/9/2014
North Carolina Forest Service,1157,Miscellaneous,NC,2.4139342,1/9/2014
Florida Forest Service,1409,Equipment Use,FL,21.612268,1/9/2014
Mississippi Forestry Commission,1248,Campfire,MS,10.127893,1/9/2014
Louisiana Office of Forestry,1415,Arson,LA,12.479456,1/9/2014
Louisiana Office of Forestry,1329,Arson,LA,12.479456,1/9/2014
Louisiana Office of Forestry,1420,Debris Burning,LA,10.651331,1/9/2014
Louisiana Office of Forestry,1200,Miscellaneous,LA,12.307581,1/9/2014
Georgia Forestry Commission,1426,Debris Burning,GA,6.112268,1/9/2014
Mississippi Forestry Commission,1418,Debris Burning,MS,10.315393,1/9/2014
Mississippi Forestry Commission,1224,Campfire,MS,11.534143,1/9/2014
Mississippi Forestry Commission,1431,Debris Burning,MS,10.307581,1/9/2014
Mississippi Forestry Commission,1412,Debris Burning,MS,9.690393,1/9/2014
Mississippi Forestry Commission,1315,Campfire,MS,10.307581,1/9/2014
Mississippi Forestry Commission,1255,Campfire,MS,10.307581,1/9/2014
Mississippi Forestry Commission,1313,Campfire,MS,10.081018,1/9/2014
Georgia Forestry Commission,1306,Debris Burning,GA,6.127893,1/9/2014
Mississippi Forestry Commission,1219,Campfire,MS,9.752893,1/9/2014
Mississippi Forestry Commission,1310,Campfire,MS,8.182581,1/9/2014
Mississippi Forestry Commission,1345,Campfire,MS,8.815393,1/9/2014
Mississippi Forestry Commission,1235,Campfire,MS,7.8857055,1/9/2014
Georgia Forestry Commission,1540,Debris Burning,GA,5.741571,1/9/2014
North Carolina Forest Service,1402,Equipment Use,NC,4.725946,1/9/2014
North Carolina Forest Service,1518,Debris Burning,NC,4.725946,1/9/2014
North Carolina Forest Service,1455,Debris Burning,NC,6.5107055,1/9/2014
North Carolina Forest Service,1307,Debris Burning,NC,5.4681334,1/9/2014
North Carolina Forest Service,1321,Miscellaneous,NC,3.3399901,1/9/2014
North Carolina Forest Service,1513,Debris Burning,NC,7.1200805,1/9/2014
North Carolina Forest Service,1448,Debris Burning,NC,3.4325194,1/9/2014
Santa Clara Unit,1103,Missing/Undefined,CA,10.135706,1/9/2014
Fire Department of New York,1450,Miscellaneous,NY,-5.104529,1/9/2014
Florida Forest Service,1735,Miscellaneous,FL,10.807917,1/9/2014
Louisiana Office of Forestry,1640,Arson,LA,15.182917,1/9/2014
Mississippi Forestry Commission,1715,Campfire,MS,12.214167,1/9/2014
Monte Vista Unit,1540,Miscellaneous,CA,12.292322,1/9/2014
Mississippi Forestry Commission,1558,Debris Burning,MS,10.245417,1/9/2014
Monte Vista Unit,1432,Debris Burning,CA,11.600702,1/9/2014
Arizona State Forestry Division - State Office,1403,Missing/Undefined,AZ,15.94076,1/9/2014
Georgia Forestry Commission,1659,Debris Burning,GA,8.698542,1/9/2014
Arizona State Forestry Division - State Office,1431,Missing/Undefined,AZ,15.94076,1/9/2014
Georgia Forestry Commission,1640,Debris Burning,GA,5.896936,1/9/2014
Angeles National Forest,1500,Miscellaneous,CA,14.635859,1/9/2014
National Forests in North Carolina,1700,Smoking,NC,3.4092956,1/9/2014
North Carolina Forest Service,1730,Equipment Use,NC,6.338342,1/9/2014
North Carolina Forest Service,1819,Arson,NC,7.6751037,1/9/2014
North Carolina Forest Service,1645,Debris Burning,NC,6.8782287,1/9/2014
San Benito-Monterey Unit,1509,Missing/Undefined,CA,11.530603,1/9/2014
Fire Department of New York,1631,Miscellaneous,NY,-3.9498963,1/9/2014
Florida Forest Service,2030,Lightning,FL,27.703943,6/17/2014
Louisiana Office of Forestry,2046,Structure,LA,28.949,6/17/2014
San Carlos Agency,1811,Arson,AZ,28.291803,6/17/2014
Arizona State Forestry Division - State Office,1946,Missing/Undefined,AZ,33.988487,6/17/2014
Fort Apache Agency,1900,Arson,AZ,25.473627,6/17/2014
North Carolina Forest Service,2225,Miscellaneous,NC,30.797693,6/17/2014
Navajo Region Fire and Aviation Management,1930,Debris Burning,AZ,23.759058,6/17/2014
San Mateo-Santa Cruz Unit,1715,Missing/Undefined,CA,13.769312,6/17/2014
Nevada-Yuba-Placer Unit,1914,Debris Burning,CA,21.191187,6/17/2014
Mendocino Unit,1727,Debris Burning,CA,12.606043,6/17/2014
Nevada-Yuba-Placer Unit,1710,Missing/Undefined,CA,25.909937,6/17/2014
Pike and San Isabel National Forest,2000,Fireworks,CO,15.871119,6/17/2014
Utah Division Forestry Fire State Lands,1945,Debris Burning,UT,22.16894,6/17/2014
Fire Department of New York,2154,Miscellaneous,NY,19.899256,6/17/2014
Winnemucca District Office,1705,Lightning,NV,15.333002,6/17/2014
Medford District,1700,Miscellaneous,OR,12.953333,6/17/2014
Fire Department of New York,2249,Miscellaneous,NY,21.246668,6/17/2014
Rosebud Agency,2138,Miscellaneous,SD,29.278131,6/17/2014
Roseburg District,1735,Campfire,OR,10.097437,6/17/2014
Oregon Department of Forestry State Headquarters,1725,Debris Burning,OR,6.0652404,6/17/2014
Alaska State Office,1659,Missing/Undefined,AK,9.5593815,6/17/2014
Arizona State Forestry Division - State Office,2152,Missing/Undefined,AZ,34.57473,6/17/2014
Riverside Unit,2233,Missing/Undefined,CA,17.638391,6/17/2014
North Carolina Forest Service,52,Arson,NC,25.40014,6/17/2014
San Bernardino Unit,2207,Miscellaneous,CA,11.791681,6/17/2014
Santa Barbara County Fire Department,231,Missing/Undefined,CA,13.071619,6/17/2014
West Virginia Division of Forestry,720,Lightning,WV,23.274836,6/17/2014
Hoopa Valley Tribe,316,Arson,CA,8.643518,6/17/2014
Huron-Manistee National Forest,703,Miscellaneous,MI,18.606775,6/17/2014
South Carolina Forestry Commission,1052,Arson,SC,23.339106,6/17/2014
South Carolina Forestry Commission,1050,Miscellaneous,SC,23.44848,6/17/2014
Cherokee National Forest,915,Miscellaneous,TN,21.76394,6/17/2014
San Benito-Monterey Unit,720,Miscellaneous,CA,11.550043,6/17/2014
Florida Forest Service,1210,Arson,FL,25.662928,6/17/2014
Florida Forest Service,1200,Lightning,FL,26.13949,6/17/2014
Georgia Forestry Commission,1130,Debris Burning,GA,26.850428,6/17/2014
Arizona State Forestry Division - State Office,1044,Miscellaneous,AZ,25.890955,6/17/2014
Louisiana Office of Forestry,1030,Miscellaneous,LA,28.123865,6/17/2014
San Carlos Agency,906,Arson,AZ,21.908655,6/17/2014
South Carolina Forestry Commission,1313,Debris Burning,SC,26.850428,6/17/2014
New Mexico - State Forestry,1100,Equipment Use,NM,25.260218,6/17/2014
Oklahoma Division of Forestry,1050,Debris Burning,OK,25.299616,6/17/2014
Arizona State Forestry Division - State Office,924,Miscellaneous,AZ,24.489344,6/17/2014
South Carolina Forestry Commission,1344,Miscellaneous,SC,27.553553,6/17/2014
North Carolina Forest Service,1313,Equipment Use,NC,27.241053,6/17/2014
North Carolina Forest Service,1252,Debris Burning,NC,27.061365,6/17/2014
Maryland Department of Natural Resources Forest Service,1310,Equipment Use,MD,26.936365,6/17/2014
